Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,121,12,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"var testCases = new[]              {          (startBlock: 0, endBlock: 0, expectedStart: TimeSpan.FromMinutes(0), expectedEnd: TimeSpan.FromMinutes(15)),          (startBlock: 0, endBlock: 1, expectedStart: TimeSpan.FromMinutes(0), expectedEnd: TimeSpan.FromMinutes(30)),          (startBlock: 10, endBlock: 10, expectedStart: TimeSpan.FromMinutes(10 * 15), expectedEnd: TimeSpan.FromMinutes(11 * 15)),          (startBlock: 95, endBlock: 95, expectedStart: TimeSpan.FromMinutes(95 * 15), expectedEnd: TimeSpan.FromMinutes(96 * 15))      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,121,12,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"var testCases = new[]              {          (startBlock: 0, endBlock: 0, expectedStart: TimeSpan.FromMinutes(0), expectedEnd: TimeSpan.FromMinutes(15)),          (startBlock: 0, endBlock: 1, expectedStart: TimeSpan.FromMinutes(0), expectedEnd: TimeSpan.FromMinutes(30)),          (startBlock: 10, endBlock: 10, expectedStart: TimeSpan.FromMinutes(10 * 15), expectedEnd: TimeSpan.FromMinutes(11 * 15)),          (startBlock: 95, endBlock: 95, expectedStart: TimeSpan.FromMinutes(95 * 15), expectedEnd: TimeSpan.FromMinutes(96 * 15))      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,121,12,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"var testCases = new[]              {          (startBlock: 0, endBlock: 0, expectedStart: TimeSpan.FromMinutes(0), expectedEnd: TimeSpan.FromMinutes(15)),          (startBlock: 0, endBlock: 1, expectedStart: TimeSpan.FromMinutes(0), expectedEnd: TimeSpan.FromMinutes(30)),          (startBlock: 10, endBlock: 10, expectedStart: TimeSpan.FromMinutes(10 * 15), expectedEnd: TimeSpan.FromMinutes(11 * 15)),          (startBlock: 95, endBlock: 95, expectedStart: TimeSpan.FromMinutes(95 * 15), expectedEnd: TimeSpan.FromMinutes(96 * 15))      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,106,16,M:System.TimeSpan.FromHours(System.Int32),,,,,"BitTimeRange r = BitDay.CreateRangeFromTimes(TimeSpan.FromHours(9), TimeSpan.FromHours(10));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,106,16,M:System.TimeSpan.FromHours(System.Int32),,,,,"BitTimeRange r = BitDay.CreateRangeFromTimes(TimeSpan.FromHours(9), TimeSpan.FromHours(10));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,79,16,M:System.TimeSpan.FromHours(System.Int32),,,,,int b = BitDay.TimeToBlockIndex(TimeSpan.FromHours(9));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,55,12,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"BitTimeRange rangeFromTimes2 = BitDay.CreateRangeFromTimes(TimeSpan.FromMinutes(555), TimeSpan.FromMinutes(615));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,55,12,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"BitTimeRange rangeFromTimes2 = BitDay.CreateRangeFromTimes(TimeSpan.FromMinutes(555), TimeSpan.FromMinutes(615));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,44,12,M:System.TimeSpan.FromHours(System.Int32),,,,,"BitTimeRange rangeFromTimes1 = BitDay.CreateRangeFromTimes(TimeSpan.FromHours(9), TimeSpan.FromHours(10));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,44,12,M:System.TimeSpan.FromHours(System.Int32),,,,,"BitTimeRange rangeFromTimes1 = BitDay.CreateRangeFromTimes(TimeSpan.FromHours(9), TimeSpan.FromHours(10));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,34,12,M:System.TimeSpan.FromHours(System.Int32),,,,,"if (rangeFromBlocks.StartTime != TimeSpan.FromHours(9) ||                  rangeFromBlocks.EndTime != TimeSpan.FromHours(10))              {                  Console.WriteLine($""Error: CreateRangeFromBlocks(36,39) returned {rangeFromBlocks}, expected 09:00 to 10:00"");              }              else                  Console.WriteLine(""CreateRangeFromBlocks(36,39) passed."");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,34,12,M:System.TimeSpan.FromHours(System.Int32),,,,,"if (rangeFromBlocks.StartTime != TimeSpan.FromHours(9) ||                  rangeFromBlocks.EndTime != TimeSpan.FromHours(10))              {                  Console.WriteLine($""Error: CreateRangeFromBlocks(36,39) returned {rangeFromBlocks}, expected 09:00 to 10:00"");              }              else                  Console.WriteLine(""CreateRangeFromBlocks(36,39) passed."");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,26,12,M:System.TimeSpan.FromHours(System.Int32),,,,,"if (timeFromBlock36 != TimeSpan.FromHours(9))                  Console.WriteLine($""Error: BlockIndexToTime(36) returned {timeFromBlock36}, expected 09:00:00"");              else                  Console.WriteLine(""BlockIndexToTime(36) passed."");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BitTimeScheduler\BitTimeScheduler.csproj,File,BitTimeScheduler\TestsPerformanceTesting\BitDayUtilityTests.cs,17,12,M:System.TimeSpan.FromHours(System.Int32),,,,,TimeSpan t9 = TimeSpan.FromHours(9);
